_id	        time	        sid	Total	Online	
2695139	2023-01-12T21:00:00	16010	1271652851	0	0
2695140	2023-01-12T22:00:00	16010	1271652851	0	0
2695141	2023-01-12T23:00:00	16010	1271652851	0	0
2695142	2023-01-12T00:00:00	57117	9295110	0	0
2695143	2023-01-12T01:00:00	57117	9295110	0	0
2695144	2023-01-12T02:00:00	57117	9295110	0	0
2695145	2023-01-12T03:00:00	57117	9295110	0	0
2695146	2023-01-12T04:00:00	57117	9295110	0	0
2695147	2023-01-12T05:00:00	57117	9295110	0	0
2695148	2023-01-12T06:00:00	57117	9295110	0	0
2695149	2023-01-12T07:00:00	57117	9295110	0	0
2695150	2023-01-12T08:00:00	57117	9295110	0	0
2695151	2023-01-12T09:00:00	57117	9295110	0	0
2695152	2023-01-12T10:00:00	57117	9295110	0	0
2695153	2023-01-12T11:00:00	57117	9295110	0	0
2695154	2023-01-12T12:00:00	57117	9295110	0	0
2695155	2023-01-12T13:00:00	57117	9295110	0	0
2695156	2023-01-12T14:00:00	57117	9295110	0	0
2695157	2023-01-12T15:00:00	57117	9295110	0	0
2695158	2023-01-12T16:00:00	57117	9295110	0	0
2695159	2023-01-12T17:00:00	57117	9295110	0	0
2695160	2023-01-12T18:00:00	57117	9295110	0	0
2695161	2023-01-12T19:00:00	57117	9295110	0	0
2695162	2023-01-12T20:00:00	57117	9295110	0	0
2695163	2023-01-12T21:00:00	57117	9295110	0	0
2695164	2023-01-12T22:00:00	57117	9295110	0	0
2695165	2023-01-12T23:00:00	57117	9295110	0	0
2695166	2023-01-12T00:00:00	54392	141532234	0	0
2695167	2023-01-12T01:00:00	54392	141532234	0	0
2695168	2023-01-12T02:00:00	54392	141532234	0	0
2695169	2023-01-12T03:00:00	54392	141532234	0	0
2695170	2023-01-12T04:00:00	54392	141532234	0	0
2695171	2023-01-12T05:00:00	54392	141532234	0	0
2695172	2023-01-12T06:00:00	54392	141532234	0	0
2695173	2023-01-12T07:00:00	54392	141532234	0	0
2695174	2023-01-12T08:00:00	54392	141532234	0	0
2695175	2023-01-12T09:00:00	54392	141532234	22	0
2695176	2023-01-12T10:00:00	54392	141532256	150	0
2695177	2023-01-12T11:00:00	54392	141532406	353	0
2695178	2023-01-12T12:00:00	54392	141532759	585	0
2695179	2023-01-12T13:00:00	54392	141533344	434	0
2695180	2023-01-12T14:00:00	54392	141533778	247	0
2695181	2023-01-12T15:00:00	54392	141534025	122	0
2695182	2023-01-12T16:00:00	54392	141534147	0	0
2695183	2023-01-12T17:00:00	54392	141534147	0	0
2695184	2023-01-12T18:00:00	54392	141534147	0	0
2695185	2023-01-12T19:00:00	54392	141534147	0	0
2695186	2023-01-12T20:00:00	54392	141534147	0	0
2695187	2023-01-12T21:00:00	54392	141534147	0	0
2695188	2023-01-12T22:00:00	54392	141534147	0	0
2695189	2023-01-12T23:00:00	54392	141534147	0	0
2695190	2023-01-12T00:00:00	54403	10455100	0	0
2695191	2023-01-12T01:00:00	54403	10455100	0	0
2695192	2023-01-12T02:00:00	54403	10455100	0	0
2695193	2023-01-12T03:00:00	54403	10455100	0	0
2695194	2023-01-12T04:00:00	54403	10455100	0	0
2695195	2023-01-12T05:00:00	54403	10455100	0	0
2695196	2023-01-12T06:00:00	54403	10455100	0	0
2695197	2023-01-12T07:00:00	54403	10455100	0	0
2695198	2023-01-12T08:00:00	54403	10455100	0	0
2695199	2023-01-12T09:00:00	54403	10455100	0	0
2695200	2023-01-12T10:00:00	54403	10455100	0	0
2695201	2023-01-12T11:00:00	54403	10455100	100	0
2695202	2023-01-12T12:00:00	54403	10455200	200	0
2695203	2023-01-12T13:00:00	54403	10455400	100	0
2695204	2023-01-12T14:00:00	54403	10455500	100	0
2695205	2023-01-12T15:00:00	54403	10455600	0	0
2695206	2023-01-12T16:00:00	54403	10455600	0	0
2695207	2023-01-12T17:00:00	54403	10455600	0	0
2695208	2023-01-12T18:00:00	54403	10455600	0	0
2695209	2023-01-12T19:00:00	54403	10455600	0	0
2695210	2023-01-12T20:00:00	54403	10455600	0	0
2695211	2023-01-12T21:00:00	54403	10455600	0	0
2695212	2023-01-12T22:00:00	54403	10455600	0	0
2695213	2023-01-12T23:00:00	54403	10455600	0	0
2695214	2023-01-12T00:00:00	54449	42003818	0	0
2695215	2023-01-12T01:00:00	54449	42003818	0	0
2695216	2023-01-12T02:00:00	54449	42003818	0	0
2695217	2023-01-12T03:00:00	54449	42003818	0	0
2695218	2023-01-12T04:00:00	54449	42003818	0	0
2695219	2023-01-12T05:00:00	54449	42003818	0	0
2695220	2023-01-12T06:00:00	54449	42003818	0	0
2695221	2023-01-12T07:00:00	54449	42003818	0	0
2695222	2023-01-12T08:00:00	54449	42003818	0	0
2695223	2023-01-12T09:00:00	54449	42003818	0	0
2695224	2023-01-12T10:00:00	54449	42003818	0	0
2695225	2023-01-12T11:00:00	54449	42003818	0	0
2695226	2023-01-12T12:00:00	54449	42003818	100	0
2695227	2023-01-12T13:00:00	54449	42003918	200	0
2695228	2023-01-12T14:00:00	54449	42004118	0	0
2695229	2023-01-12T15:00:00	54449	42004118	0	0
2695230	2023-01-12T16:00:00	54449	42004118	0	0
2695231	2023-01-12T17:00:00	54449	42004118	0	0
2695232	2023-01-12T18:00:00	54449	42004118	0	0
2695233	2023-01-12T19:00:00	54449	42004118	0	0
2695234	2023-01-12T20:00:00	54449	42004118	0	0
2695235	2023-01-12T21:00:00	54449	42004118	0	0
2695236	2023-01-12T22:00:00	54449	42004118	0	0
2695237	2023-01-12T23:00:00	54449	42004118	0	0
2695238	2023-01-12T00:00:00	16020	195849289	0	0
2695239	2023-01-12T01:00:00	16020	195849289	0	0
2695240	2023-01-12T02:00:00	16020	195849289	0	0
2695241	2023-01-12T03:00:00	16020	195849289	0	0
2695242	2023-01-12T04:00:00	16020	195849289	0	0
2695243	2023-01-12T05:00:00	16020	195849289	0	0
2695244	2023-01-12T06:00:00	16020	195849289	0	0
2695245	2023-01-12T07:00:00	16020	195849289	0	0
2695246	2023-01-12T08:00:00	16020	195849289	0	0
2695247	2023-01-12T09:00:00	16020	195849289	92	0
2695248	2023-01-12T10:00:00	16020	195849381	441	0
2695249	2023-01-12T11:00:00	16020	195849822	797	0
2695250	2023-01-12T12:00:00	16020	195850619	1327	0
2695251	2023-01-12T13:00:00	16020	195851946	1127	0
2695252	2023-01-12T14:00:00	16020	195853073	611	0
2695253	2023-01-12T15:00:00	16020	195853684	326	0
2695254	2023-01-12T16:00:00	16020	195854010	18	0
2695255	2023-01-12T17:00:00	16020	195854028	0	0
2695256	2023-01-12T18:00:00	16020	195854028	0	0
2695257	2023-01-12T19:00:00	16020	195854028	0	0
2695258	2023-01-12T20:00:00	16020	195854028	0	0
2695259	2023-01-12T21:00:00	16020	195854028	0	0
2695260	2023-01-12T22:00:00	16020	195854028	0	0
2695261	2023-01-12T23:00:00	16020	195854028	0	0
2695262	2023-01-12T00:00:00	16023	442918170	0	0
2695263	2023-01-12T01:00:00	16023	442918170	0	0
2695264	2023-01-12T02:00:00	16023	442918170	0	0
2695265	2023-01-12T03:00:00	16023	442918170	0	0
2695266	2023-01-12T04:00:00	16023	442918170	0	0
2695267	2023-01-12T05:00:00	16023	442918170	0	0
2695268	2023-01-12T06:00:00	16023	442918170	0	0
2695269	2023-01-12T07:00:00	16023	442918170	0	0
2695270	2023-01-12T08:00:00	16023	442918170	0	0
2695271	2023-01-12T09:00:00	16023	442918170	165	0
2695272	2023-01-12T10:00:00	16023	442918335	684	0
2695273	2023-01-12T11:00:00	16023	442919019	2512	0
2695274	2023-01-12T12:00:00	16023	442921531	3299	0
2695275	2023-01-12T13:00:00	16023	442924830	2278	0
2695276	2023-01-12T14:00:00	16023	442927108	2545	0
2695277	2023-01-12T15:00:00	16023	442929653	984	0
2695278	2023-01-12T16:00:00	16023	442930637	2	0
2695279	2023-01-12T17:00:00	16023	442930639	0	0
2695280	2023-01-12T18:00:00	16023	442930639	0	0
2695281	2023-01-12T19:00:00	16023	442930639	0	0
2695282	2023-01-12T20:00:00	16023	442930639	0	0
2695283	2023-01-12T21:00:00	16023	442930639	0	0
2695284	2023-01-12T22:00:00	16023	442930639	0	0
2695285	2023-01-12T23:00:00	16023	442930639	0	0
2695286	2023-01-12T00:00:00	16021	468429329	0	0
2695287	2023-01-12T01:00:00	16021	468429329	0	0
2695288	2023-01-12T02:00:00	16021	468429329	0	0
2695289	2023-01-12T03:00:00	16021	468429329	0	0
2695290	2023-01-12T04:00:00	16021	468429329	0	0
2695291	2023-01-12T05:00:00	16021	468429329	0	0
2695292	2023-01-12T06:00:00	16021	468429329	0	0
2695293	2023-01-12T07:00:00	16021	468429329	0	0
2695294	2023-01-12T08:00:00	16021	468429329	3	0
2695295	2023-01-12T09:00:00	16021	468429332	118	0
2695296	2023-01-12T10:00:00	16021	468429450	655	0
2695297	2023-01-12T11:00:00	16021	468430105	1918	0
2695298	2023-01-12T12:00:00	16021	468432023	2451	0
2695299	2023-01-12T13:00:00	16021	468434474	1745	0
2695300	2023-01-12T14:00:00	16021	468436219	1634	0
2695301	2023-01-12T15:00:00	16021	468437853	710	0
2695302	2023-01-12T16:00:00	16021	468438563	19	0
2695303	2023-01-12T17:00:00	16021	468438582	0	0
2695304	2023-01-12T18:00:00	16021	468438582	0	0
2695305	2023-01-12T19:00:00	16021	468438582	0	0
2695306	2023-01-12T20:00:00	16021	468438582	0	0
2695307	2023-01-12T21:00:00	16021	468438582	0	0
2695308	2023-01-12T22:00:00	16021	468438582	0	0
2695309	2023-01-12T23:00:00	16021	468438582	0	0
2695310	2023-01-12T00:00:00	16024	164177203	0	0
2695311	2023-01-12T01:00:00	16024	164177203	0	0
2695312	2023-01-12T02:00:00	16024	164177203	0	0
2695313	2023-01-12T03:00:00	16024	164177203	0	0
2695314	2023-01-12T04:00:00	16024	164177203	0	0
2695315	2023-01-12T05:00:00	16024	164177203	0	0
2695316	2023-01-12T06:00:00	16024	164177203	0	0
2695317	2023-01-12T07:00:00	16024	164177203	0	0
2695318	2023-01-12T08:00:00	16024	164177203	0	0
2695319	2023-01-12T09:00:00	16024	164177203	26	0
2695320	2023-01-12T10:00:00	16024	164177229	309	0
2695321	2023-01-12T11:00:00	16024	164177538	750	0
2695322	2023-01-12T12:00:00	16024	164178288	1189	0
2695323	2023-01-12T13:00:00	16024	164179477	1058	0
2695324	2023-01-12T14:00:00	16024	164180535	502	0
2695325	2023-01-12T15:00:00	16024	164181037	217	0
2695326	2023-01-12T16:00:00	16024	164181254	0	0
2695327	2023-01-12T17:00:00	16024	164181254	0	0
2695328	2023-01-12T18:00:00	16024	164181254	0	0
2695329	2023-01-12T19:00:00	16024	164181254	0	0
2695330	2023-01-12T20:00:00	16024	164181254	0	0
2695331	2023-01-12T21:00:00	16024	164181254	0	0
2695332	2023-01-12T22:00:00	16024	164181254	0	0
2695333	2023-01-12T23:00:00	16024	164181254	0	0
2695334	2023-01-12T00:00:00	16015	992135718	0	0
2695335	2023-01-12T01:00:00	16015	992135718	0	0
2695336	2023-01-12T02:00:00	16015	992135718	0	0
2695337	2023-01-12T03:00:00	16015	992135718	0	0
2695338	2023-01-12T04:00:00	16015	992135718	0	0
2695339	2023-01-12T05:00:00	16015	992135718	0	0
2695340	2023-01-12T06:00:00	16015	992135718	0	0
2695341	2023-01-12T07:00:00	16015	992135718	0	0
2695342	2023-01-12T08:00:00	16015	992135718	0	0
2695343	2023-01-12T09:00:00	16015	992135718	0	0
2695344	2023-01-12T10:00:00	16015	992135718	0	0
2695345	2023-01-12T11:00:00	16015	992135718	0	0
2695346	2023-01-12T12:00:00	16015	992135718	0	0
2695347	2023-01-12T13:00:00	16015	992135718	0	0
2695348	2023-01-12T14:00:00	16015	992135718	0	0
2695349	2023-01-12T15:00:00	16015	992135718	0	0
2695350	2023-01-12T16:00:00	16015	992135718	0	0
2695351	2023-01-12T17:00:00	16015	992135718	0	0
2695352	2023-01-12T18:00:00	16015	992135718	0	0
2695353	2023-01-12T19:00:00	16015	992135718	0	0
2695354	2023-01-12T20:00:00	16015	992135718	0	0
2695355	2023-01-12T21:00:00	16015	992135718	0	0
2695356	2023-01-12T22:00:00	16015	992135718	0	0
2695357	2023-01-12T23:00:00	16015	992135718	0	0
2695358	2023-01-12T00:00:00	16011	702689558	0	0
2695359	2023-01-12T01:00:00	16011	702689558	0	0
2695360	2023-01-12T02:00:00	16011	702689558	0	0
2695361	2023-01-12T03:00:00	16011	702689558	0	0
2695362	2023-01-12T04:00:00	16011	702689558	0	0
2695363	2023-01-12T05:00:00	16011	702689558	0	0
2695364	2023-01-12T06:00:00	16011	702689558	0	0
2695365	2023-01-12T07:00:00	16011	702689558	0	0
2695366	2023-01-12T08:00:00	16011	702689558	7	0
2695367	2023-01-12T09:00:00	16011	702689565	276	0
2695368	2023-01-12T10:00:00	16011	702689841	775	0
2695369	2023-01-12T11:00:00	16011	702690616	2463	0
2695370	2023-01-12T12:00:00	16011	702693079	4969	0
2695371	2023-01-12T13:00:00	16011	702698048	4532	0
2695372	2023-01-12T14:00:00	16011	702702580	4077	0
2695373	2023-01-12T15:00:00	16011	702706657	1735	0
2695374	2023-01-12T16:00:00	16011	702708392	29	0
2695375	2023-01-12T17:00:00	16011	702708421	0	0
2695376	2023-01-12T18:00:00	16011	702708421	0	0
2695377	2023-01-12T19:00:00	16011	702708421	0	0
2695378	2023-01-12T20:00:00	16011	702708421	0	0
2695379	2023-01-12T21:00:00	16011	702708421	0	0
2695380	2023-01-12T22:00:00	16011	702708421	0	0
2695381	2023-01-12T23:00:00	16011	702708421	0	0
2695382	2023-01-12T00:00:00	16014	757044820	0	0
2695383	2023-01-12T01:00:00	16014	757044820	0	0
2695384	2023-01-12T02:00:00	16014	757044820	0	0
2695385	2023-01-12T03:00:00	16014	757044820	0	0
2695386	2023-01-12T04:00:00	16014	757044820	0	0
2695387	2023-01-12T05:00:00	16014	757044820	0	0
2695388	2023-01-12T06:00:00	16014	757044820	0	0
2695389	2023-01-12T07:00:00	16014	757044820	0	0
2695390	2023-01-12T08:00:00	16014	757044820	9	0
2695391	2023-01-12T09:00:00	16014	757044829	399	0
2695392	2023-01-12T10:00:00	16014	757045228	1166	0
2695393	2023-01-12T11:00:00	16014	757046394	3098	0
2695394	2023-01-12T12:00:00	16014	757049492	4487	0
2695395	2023-01-12T13:00:00	16014	757053979	3578	0
2695396	2023-01-12T14:00:00	16014	757057557	2005	0
2695397	2023-01-12T15:00:00	16014	757059562	958	0
2695398	2023-01-12T16:00:00	16014	757060520	20	0
2695399	2023-01-12T17:00:00	16014	757060540	0	0
2695400	2023-01-12T18:00:00	16014	757060540	0	0
2695401	2023-01-12T19:00:00	16014	757060540	0	0
2695402	2023-01-12T20:00:00	16014	757060540	0	0
2695403	2023-01-12T21:00:00	16014	757060540	0	0
2695404	2023-01-12T22:00:00	16014	757060540	0	0
2695405	2023-01-12T23:00:00	16014	757060540	0	0
2695406	2023-01-12T00:00:00	88062	68499747	0	0
2695407	2023-01-12T01:00:00	88062	68499747	0	0
2695408	2023-01-12T02:00:00	88062	68499747	0	0
2695409	2023-01-12T03:00:00	88062	68499747	0	0
2695410	2023-01-12T04:00:00	88062	68499747	0	0
2695411	2023-01-12T05:00:00	88062	68499747	0	0
2695412	2023-01-12T06:00:00	88062	68499747	0	0
2695413	2023-01-12T07:00:00	88062	68499747	0	0
2695414	2023-01-12T08:00:00	88062	68499747	0	0
2695415	2023-01-12T09:00:00	88062	68499747	185	0
2695416	2023-01-12T10:00:00	88062	68499932	1054	0
2695417	2023-01-12T11:00:00	88062	68500986	2587	0
2695418	2023-01-12T12:00:00	88062	68503573	3675	0
2695419	2023-01-12T13:00:00	88062	68507248	2880	0
2695420	2023-01-12T14:00:00	88062	68510128	2623	0
2695421	2023-01-12T15:00:00	88062	68512751	1279	0
2695422	2023-01-12T16:00:00	88062	68514030	31	0
2695423	2023-01-12T17:00:00	88062	68514061	0	0
2695424	2023-01-12T18:00:00	88062	68514061	0	0
2695425	2023-01-12T19:00:00	88062	68514061	0	0
2695426	2023-01-12T20:00:00	88062	68514061	0	0
2695427	2023-01-12T21:00:00	88062	68514061	0	0
2695428	2023-01-12T22:00:00	88062	68514061	0	0
2695429	2023-01-12T23:00:00	88062	68514061	0	0
2695430	2023-01-12T00:00:00	54280	6007500	0	0
2695431	2023-01-12T01:00:00	54280	6007500	0	0
2695432	2023-01-12T02:00:00	54280	6007500	0	0
2695433	2023-01-12T03:00:00	54280	6007500	0	0
2695434	2023-01-12T04:00:00	54280	6007500	0	0
2695435	2023-01-12T05:00:00	54280	6007500	0	0
2695436	2023-01-12T06:00:00	54280	6007500	0	0
2695437	2023-01-12T07:00:00	54280	6007500	0	0
2695438	2023-01-12T08:00:00	54280	6007500	0	0
2695439	2023-01-12T09:00:00	54280	6007500	0	0
2695440	2023-01-12T10:00:00	54280	6007500	0	0
2695441	2023-01-12T11:00:00	54280	6007500	0	0
2695442	2023-01-12T12:00:00	54280	6007500	0	0
2695443	2023-01-12T13:00:00	54280	6007500	0	0
2695444	2023-01-12T14:00:00	54280	6007500	0	0
2695445	2023-01-12T15:00:00	54280	6007500	0	0
2695446	2023-01-12T16:00:00	54280	6007500	0	0
2695447	2023-01-12T17:00:00	54280	6007500	0	0
2695448	2023-01-12T18:00:00	54280	6007500	0	0
2695449	2023-01-12T19:00:00	54280	6007500	0	0
2695450	2023-01-12T20:00:00	54280	6007500	0	0
2695451	2023-01-12T21:00:00	54280	6007500	0	0
2695452	2023-01-12T22:00:00	54280	6007500	0	0
2695453	2023-01-12T23:00:00	54280	6007500	0	0
2695454	2023-01-12T00:00:00	16025	766244118	0	0
2695455	2023-01-12T01:00:00	16025	766244118	0	0
2695456	2023-01-12T02:00:00	16025	766244118	0	0
2695457	2023-01-12T03:00:00	16025	766244118	0	0
2695458	2023-01-12T04:00:00	16025	766244118	0	0
2695459	2023-01-12T05:00:00	16025	766244118	0	0
2695460	2023-01-12T06:00:00	16025	766244118	0	0
2695461	2023-01-12T07:00:00	16025	766244118	0	0
2695462	2023-01-12T08:00:00	16025	766244118	0	0
2695463	2023-01-12T09:00:00	16025	766244118	134	0
2695464	2023-01-12T10:00:00	16025	766244252	1137	0
2695465	2023-01-12T11:00:00	16025	766245389	2870	0
2695466	2023-01-12T12:00:00	16025	766248259	4781	0
2695467	2023-01-12T13:00:00	16025	766253040	4001	0
2695468	2023-01-12T14:00:00	16025	766257041	3331	0
2695469	2023-01-12T15:00:00	16025	766260372	1586	0
2695470	2023-01-12T16:00:00	16025	766261958	2	0
2695471	2023-01-12T17:00:00	16025	766261960	0	0
2695472	2023-01-12T18:00:00	16025	766261960	0	0
2695473	2023-01-12T19:00:00	16025	766261960	0	0
2695474	2023-01-12T20:00:00	16025	766261960	0	0
2695475	2023-01-12T21:00:00	16025	766261960	0	0
2695476	2023-01-12T22:00:00	16025	766261960	0	0
2695477	2023-01-12T23:00:00	16025	766261960	0	0
2695478	2023-01-12T00:00:00	16016	677521129	0	0
2695479	2023-01-12T01:00:00	16016	677521129	0	0
2695480	2023-01-12T02:00:00	16016	677521129	0	0
2695481	2023-01-12T03:00:00	16016	677521129	0	0
2695482	2023-01-12T04:00:00	16016	677521129	0	0
2695483	2023-01-12T05:00:00	16016	677521129	0	0
2695484	2023-01-12T06:00:00	16016	677521129	0	0
2695485	2023-01-12T07:00:00	16016	677521129	0	0
2695486	2023-01-12T08:00:00	16016	677521129	0	0
2695487	2023-01-12T09:00:00	16016	677521129	211	0
2695488	2023-01-12T10:00:00	16016	677521340	1353	0
2695489	2023-01-12T11:00:00	16016	677522693	3118	0
2695490	2023-01-12T12:00:00	16016	677525811	4862	0
2695491	2023-01-12T13:00:00	16016	677530673	3574	0
2695492	2023-01-12T14:00:00	16016	677534247	2286	0
2695493	2023-01-12T15:00:00	16016	677536533	879	0
2695494	2023-01-12T16:00:00	16016	677537412	1	0
2695495	2023-01-12T17:00:00	16016	677537413	0	0
2695496	2023-01-12T18:00:00	16016	677537413	0	0
2695497	2023-01-12T19:00:00	16016	677537413	0	0
2695498	2023-01-12T20:00:00	16016	677537413	0	0
2695499	2023-01-12T21:00:00	16016	677537413	0	0
2695500	2023-01-12T22:00:00	16016	677537413	0	0
2695501	2023-01-12T23:00:00	16016	677537413	0	0
2695502	2023-01-12T00:00:00	16012	912368053	0	0
2695503	2023-01-12T01:00:00	16012	912368053	0	0
2695504	2023-01-12T02:00:00	16012	912368053	0	0
2695505	2023-01-12T03:00:00	16012	912368053	0	0
2695506	2023-01-12T04:00:00	16012	912368053	0	0
2695507	2023-01-12T05:00:00	16012	912368053	0	0
2695508	2023-01-12T06:00:00	16012	912368053	0	0
2695509	2023-01-12T07:00:00	16012	912368053	0	0
2695510	2023-01-12T08:00:00	16012	912368053	4	0
2695511	2023-01-12T09:00:00	16012	912368057	161	0
2695512	2023-01-12T10:00:00	16012	912368218	802	0
2695513	2023-01-12T11:00:00	16012	912369020	2728	0
2695514	2023-01-12T12:00:00	16012	912371748	3471	0
2695515	2023-01-12T13:00:00	16012	912375219	2452	0
2695516	2023-01-12T14:00:00	16012	912377671	2221	0
2695517	2023-01-12T15:00:00	16012	912379892	1195	0
2695518	2023-01-12T16:00:00	16012	912381087	6	0
2695519	2023-01-12T17:00:00	16012	912381093	0	0
2695520	2023-01-12T18:00:00	16012	912381093	0	0
2695521	2023-01-12T19:00:00	16012	912381093	0	0
2695522	2023-01-12T20:00:00	16012	912381093	0	0
2695523	2023-01-12T21:00:00	16012	912381093	0	0
2695524	2023-01-12T22:00:00	16012	912381093	0	0
2695525	2023-01-12T23:00:00	16012	912381093	0	0
2695526	2023-01-12T00:00:00	87887	42958791	0	0
2695527	2023-01-12T01:00:00	87887	42958791	0	0
2695528	2023-01-12T02:00:00	87887	42958791	0	0
2695529	2023-01-12T03:00:00	87887	42958791	0	0
2695530	2023-01-12T04:00:00	87887	42958791	0	0
2695531	2023-01-12T05:00:00	87887	42958791	0	0
2695532	2023-01-12T06:00:00	87887	42958791	0	0
2695533	2023-01-12T07:00:00	87887	42958791	0	0
2695534	2023-01-12T08:00:00	87887	42958791	0	0
2695535	2023-01-12T09:00:00	87887	42958791	252	0
2695536	2023-01-12T10:00:00	87887	42959043	842	0
2695537	2023-01-12T11:00:00	87887	42959885	1809	0
2695538	2023-01-12T12:00:00	87887	42961694	2785	0
2695539	2023-01-12T13:00:00	87887	42964479	1965	0
2695540	2023-01-12T14:00:00	87887	42966444	1298	0
2695541	2023-01-12T15:00:00	87887	42967742	621	0
2695542	2023-01-12T16:00:00	87887	42968363	28	0
2695543	2023-01-12T17:00:00	87887	42968391	0	0
2695544	2023-01-12T18:00:00	87887	42968391	0	0
2695545	2023-01-12T19:00:00	87887	42968391	0	0
2695546	2023-01-12T20:00:00	87887	42968391	0	0
2695547	2023-01-12T21:00:00	87887	42968391	0	0
2695548	2023-01-12T22:00:00	87887	42968391	0	0
2695549	2023-01-12T23:00:00	87887	42968391	0	0
2695550	2023-01-12T00:00:00	16013	309847348	0	0
2695551	2023-01-12T01:00:00	16013	309847348	0	0
2695552	2023-01-12T02:00:00	16013	309847348	0	0
2695553	2023-01-12T03:00:00	16013	309847348	0	0
2695554	2023-01-12T04:00:00	16013	309847348	0	0
2695555	2023-01-12T05:00:00	16013	309847348	0	0
2695556	2023-01-12T06:00:00	16013	309847348	0	0
2695557	2023-01-12T07:00:00	16013	309847348	0	0
2695558	2023-01-12T08:00:00	16013	309847348	0	0
2695559	2023-01-12T09:00:00	16013	309847348	13	0
2695560	2023-01-12T10:00:00	16013	309847361	339	0
2695561	2023-01-12T11:00:00	16013	309847700	904	0
2695562	2023-01-12T12:00:00	16013	309848604	1538	0
2695563	2023-01-12T13:00:00	16013	309850142	1192	0
2695564	2023-01-12T14:00:00	16013	309851334	577	0
2695565	2023-01-12T15:00:00	16013	309851911	251	0
2695566	2023-01-12T16:00:00	16013	309852162	0	0
2695567	2023-01-12T17:00:00	16013	309852162	0	0
2695568	2023-01-12T18:00:00	16013	309852162	0	0
2695569	2023-01-12T19:00:00	16013	309852162	0	0
2695570	2023-01-12T20:00:00	16013	309852162	0	0
2695571	2023-01-12T21:00:00	16013	309852162	0	0
2695572	2023-01-12T22:00:00	16013	309852162	0	0
2695573	2023-01-12T23:00:00	16013	309852162	0	0
2695574	2023-01-12T00:00:00	22229	355062994	0	0
2695575	2023-01-12T01:00:00	22229	355062994	0	0
2695576	2023-01-12T02:00:00	22229	355062994	0	0
2695577	2023-01-12T03:00:00	22229	355062994	0	0
2695578	2023-01-12T04:00:00	22229	355062994	0	0
2695579	2023-01-12T05:00:00	22229	355062994	0	0
2695580	2023-01-12T06:00:00	22229	355062994	0	0
2695581	2023-01-12T07:00:00	22229	355062994	0	0
2695582	2023-01-12T08:00:00	22229	355062994	0	0
2695583	2023-01-12T09:00:00	22229	355062994	63	0
2695584	2023-01-12T10:00:00	22229	355063057	818	0
2695585	2023-01-12T11:00:00	22229	355063875	1857	0
2695586	2023-01-12T12:00:00	22229	355065732	2847	0
2695587	2023-01-12T13:00:00	22229	355068579	2423	0
2695588	2023-01-12T14:00:00	22229	355071002	1164	0
2695589	2023-01-12T15:00:00	22229	355072166	502	0
2695590	2023-01-12T16:00:00	22229	355072668	0	0
2695591	2023-01-12T17:00:00	22229	355072668	0	0
2695592	2023-01-12T18:00:00	22229	355072668	0	0
2695593	2023-01-12T19:00:00	22229	355072668	0	0
2695594	2023-01-12T20:00:00	22229	355072668	0	0
2695595	2023-01-12T21:00:00	22229	355072668	0	0
2695596	2023-01-12T22:00:00	22229	355072668	0	0
2695597	2023-01-12T23:00:00	22229	355072668	0	0
2695598	2023-01-12T00:00:00	298	77653770	0	0
2695599	2023-01-12T01:00:00	298	77653770	0	0
2695600	2023-01-12T02:00:00	298	77653770	0	0
2695601	2023-01-12T03:00:00	298	77653770	0	0
2695602	2023-01-12T04:00:00	298	77653770	0	0
2695603	2023-01-12T05:00:00	298	77653770	0	0
2695604	2023-01-12T06:00:00	298	77653770	0	0
2695605	2023-01-12T07:00:00	298	77653770	0	0
2695606	2023-01-12T08:00:00	298	77653770	0	0
2695607	2023-01-12T09:00:00	298	77653770	13	0
2695608	2023-01-12T10:00:00	298	77653783	119	0
2695609	2023-01-12T11:00:00	298	77653902	248	0
2695610	2023-01-12T12:00:00	298	77654150	384	0
2695611	2023-01-12T13:00:00	298	77654534	346	0
2695612	2023-01-12T14:00:00	298	77654880	162	0
2695613	2023-01-12T15:00:00	298	77655042	76	0
2695614	2023-01-12T16:00:00	298	77655118	0	0
2695615	2023-01-12T17:00:00	298	77655118	0	0
2695616	2023-01-12T18:00:00	298	77655118	0	0
2695617	2023-01-12T19:00:00	298	77655118	0	0
2695618	2023-01-12T20:00:00	298	77655118	0	0
2695619	2023-01-12T21:00:00	298	77655118	0	0
2695620	2023-01-12T22:00:00	298	77655118	0	0
2695621	2023-01-12T23:00:00	298	77655118	0	0
2695622	2023-01-12T00:00:00	87891	3599776	0	0
2695623	2023-01-12T01:00:00	87891	3599776	0	0
2695624	2023-01-12T02:00:00	87891	3599776	0	0
2695625	2023-01-12T03:00:00	87891	3599776	0	0
2695626	2023-01-12T04:00:00	87891	3599776	0	0
2695627	2023-01-12T05:00:00	87891	3599776	0	0
2695628	2023-01-12T06:00:00	87891	3599776	0	0
2695629	2023-01-12T07:00:00	87891	3599776	0	0
2695630	2023-01-12T08:00:00	87891	3599776	0	0
2695631	2023-01-12T09:00:00	87891	3599776	0	0
2695632	2023-01-12T10:00:00	87891	3599776	0	0
2695633	2023-01-12T11:00:00	87891	3599776	0	0
2695634	2023-01-12T12:00:00	87891	3599776	0	0
2695635	2023-01-12T13:00:00	87891	3599776	0	0
2695636	2023-01-12T14:00:00	87891	3599776	0	0
